text,true_labels,predicted_labels,max_confidence,source_name,technique_id,technique_name
"APT29 has leveraged compromised high-privileged on-premises accounts synced to Office 365 to move laterally into a cloud environment, including through the use of Azure AD PowerShell.",lateral-movement,initial-access|lateral-movement|persistence|privilege-escalation|stealth,0.8548986171455003,APT29,T1021.007,Cloud Services
The net user username \password commands in Net can be used to create a local account.,persistence,discovery,0.8548582474374805,Net,T1136.001,Local Account
Blue Mockingbird has used wmic.exe to set environment variables.,execution,execution|stealth,0.8547664592778673,Blue Mockingbird,T1047,Windows Management Instrumentation
"During C0015, the threat actors used Conti ransomware to encrypt a compromised network.",impact,command-and-control|impact,0.8544773786284463,C0015,T1486,Data Encrypted for Impact
Empire can use Inveigh to conduct name service poisoning for credential theft and associated relay attacks.,collection|credential-access,credential-access,0.8540321844780202,Empire,T1557.001,Name Resolution Poisoning and SMB Relay
Suckfly used legitimate account credentials that they dumped to navigate the internal victim network as though they were the legitimate account owner.,initial-access|persistence|privilege-escalation|stealth,credential-access|initial-access|persistence|stealth,0.8528074296320401,Suckfly,T1078,Valid Accounts
Pacu can allowlist IP addresses in AWS GuardDuty.,defense-impairment,discovery,0.8526485193539444,Pacu,T1686.001,Cloud Firewall
"During Operation Dream Job, Lazarus Group digitally signed their malware and the dbxcli utility.",resource-development,defense-impairment,0.8516827104017163,Operation Dream Job,T1587.002,Code Signing Certificates
"FIN6 used publicly available tools (including Microsoft's built-in SQL querying tool, osql.exe) to map the internal network and conduct reconnaissance against Active Directory, Structured Query Language (SQL) servers, and NetBIOS.",discovery,discovery|resource-development,0.8509730843711545,FIN6,T1018,Remote System Discovery
Emissary has the capability to execute the command net start to interact with services.,discovery,execution,0.8503887142291804,Emissary,T1007,System Service Discovery
Qilin can make Registry modifications to share networked drives between elevated and non-elevated processes and to increase the number of outstanding network requests per client. Qilin can also modify `HKEY_CURRENT_USER\Control Panel\Desktop\Wallpaper` to enable posting of ransom messages.,defense-impairment|persistence,defense-impairment|impact,0.8502455866866918,Qilin,T1112,Modify Registry
TrickBot has used printf and file I/O loops to delay process execution as part of API hammering.,discovery|stealth,execution|stealth,0.8488385862257417,TrickBot,T1497.003,Time Based Checks
REvil can launch an instance of itself with administrative rights using runas.,privilege-escalation|stealth,persistence|privilege-escalation|stealth,0.8487313146750739,REvil,T1134.002,Create Process with Token
Kazuar can sleep for a specific time and be set to communicate at specific intervals.,exfiltration,discovery|exfiltration|stealth,0.8486904509919136,Kazuar,T1029,Scheduled Transfer
"LAPSUS$ uploaded sensitive files, information, and credentials from a targeted organization for extortion or public release.",collection,collection|reconnaissance,0.8485599391930133,LAPSUS$,T1005,Data from Local System
"For Operation Spalax, the threat actors used packers that read pixel data from images contained in PE files' resource sections and build the next layer of execution from the data.",stealth,collection|stealth,0.848445335259285,Operation Spalax,T1027.003,Steganography
Pupy can user PowerView to execute “net user” commands and create domain accounts.,persistence,persistence|privilege-escalation,0.8484276701444036,Pupy,T1136.002,Domain Account
APT-C-36 has used phishing pages appearing like legitimate banking login portals to compromise credentials.,resource-development,initial-access|reconnaissance,0.8478557728435131,APT-C-36,T1683.002,Audio-Visual Content
Emissary has the capability to execute gpresult .,discovery,execution,0.8477952517709395,Emissary,T1615,Group Policy Discovery
StrelaStealer automatically sends gathered email credentials following collection to command and control servers via HTTP POST.,exfiltration,collection|exfiltration,0.8477106399090631,StrelaStealer,T1020,Automated Exfiltration
CrackMapExec can collect DNS information from the targeted system.,discovery,collection|discovery,0.8469245633465418,CrackMapExec,T1016,System Network Configuration Discovery
BlackByte Ransomware adds .JS and .EXE extensions to the Microsoft Defender exclusion list. BlackByte Ransomware terminates and removes the Raccine anti-ransomware utility.,defense-impairment,defense-impairment|impact,0.8462803996126518,BlackByte Ransomware,T1685,Disable or Modify Tools
Grandoreiro can detect VMWare via its I/O port and Virtual PC via the vpcext instruction.,discovery|stealth,stealth,0.8451924971056961,Grandoreiro,T1497.001,System Checks
Brute Ratel C4 can call `NtDelayExecution` to pause execution.,discovery|stealth,execution|stealth,0.8449791823210605,Brute Ratel C4,T1497.003,Time Based Checks
KGH_SPY has the ability to set the HKCU\Environment\UserInitMprLogonScript Registry key to execute logon scripts.,persistence|privilege-escalation,defense-impairment|persistence|privilege-escalation,0.8447151841049955,KGH_SPY,T1037.001,Logon Script (Windows)
"Winexe installs a service on the remote system, executes the command, then uninstalls the service.",execution,execution|persistence,0.8445931969171254,Winexe,T1569.002,Service Execution
TA551 has used a DGA to generate URLs from executed macros.,command-and-control,execution,0.8437122375653877,TA551,T1568.002,Domain Generation Algorithms
"Daggerfly used Reg to dump the Security Account Manager (SAM), System, and Security Windows registry hives from victim machines.",discovery,credential-access|defense-impairment|persistence,0.842472694440815,Daggerfly,T1012,Query Registry
"BlackEnergy 2 contains a ""Destroy"" plug-in that destroys data stored on victim hard drives by overwriting file contents.",impact,collection|impact,0.8423303754752953,BlackEnergy,T1485,Data Destruction
FIN13 has logged the keystrokes of victims to escalate privileges.,collection|credential-access,collection|credential-access|privilege-escalation,0.8421291586786506,FIN13,T1056.001,Keylogging
APT-C-36 has used a compromised account to send a phishing email to an address likely used and monitored by the IT team within the same targeted organization.,lateral-movement,initial-access|lateral-movement,0.8418383719929069,APT-C-36,T1534,Internal Spearphishing
"When it first starts, BADNEWS crawls the victim's local drives and collects documents with the following extensions: .doc, .docx, .pdf, .ppt, .pptx, and .txt.",collection,collection|discovery,0.8415258523683193,BADNEWS,T1005,Data from Local System
FIN13 has utilized `nmap` for reconnaissance efforts. FIN13 has also scanned for internal MS-SQL servers in a compromised network.,discovery,discovery|reconnaissance,0.8413087330950678,FIN13,T1046,Network Service Discovery
CoinTicker executes a Python script to download its second stage.,command-and-control,command-and-control|execution,0.8410781742734115,CoinTicker,T1105,Ingress Tool Transfer
SMOKEDHAM has used a fronted domain to obfuscate its hard-coded C2 server domain.,command-and-control,command-and-control|stealth,0.8391388565620002,SMOKEDHAM,T1090.004,Domain Fronting
Skidmap has installed itself via crontab.,execution|persistence|privilege-escalation,execution|persistence|privilege-escalation|stealth,0.8358790283399334,Skidmap,T1053.003,Cron
"If installing itself as a service fails, Elise instead writes itself as a file named svchost.exe saved in %APPDATA%\Microsoft\Network.",stealth,persistence|privilege-escalation|stealth,0.8342476867082286,Elise,T1036.005,Match Legitimate Resource Name or Location
MgBot includes modules for identifying local administrator accounts on victim systems.,discovery,discovery|persistence|privilege-escalation,0.8336049931896673,MgBot,T1087.001,Local Account
LockBit 2.0 can delete log files through the use of wevtutil.,defense-impairment,defense-impairment|stealth,0.8327822638533143,LockBit 2.0,T1685.005,Clear Windows Event Logs
"During Operation Dream Job, Lazarus Group used malicious Trojans and DLL files to exfiltrate data from an infected host.",collection,exfiltration,0.8317344676169296,Operation Dream Job,T1005,Data from Local System
Axiom has acquired dynamic DNS services for use in the targeting of intended victims.,resource-development,reconnaissance|resource-development,0.8314684214835211,Axiom,T1583.002,DNS Server
FIN13 has replaced legitimate KeePass binaries with trojanized versions to collect passwords from numerous applications.,credential-access|defense-impairment|persistence,credential-access,0.8314202846136975,FIN13,T1556,Modify Authentication Process
"During APT28 Nearest Neighbor Campaign, APT28 accessed volume shadow copies through executing vssadmin in order to dump the NTDS.dit file.",stealth,credential-access,0.8309291456662135,APT28 Nearest Neighbor Campaign,T1006,Direct Volume Access
APT-C-36 has set the ShowWindow property of the Win32_ProcessStartup object to zero to hide PowerShell execution.,stealth,execution|stealth,0.8303825946697098,APT-C-36,T1564.003,Hidden Window
AADInternals can register a device to Azure AD.,persistence|privilege-escalation,defense-impairment|discovery|persistence,0.8295859987402752,AADInternals,T1098.005,Device Registration
"During the 2025 Poland Wiper Attacks, the adversaries compromised infrastructure to use for C2.",resource-development,command-and-control|resource-development,0.8286574020705996,2025 Poland Wiper Attacks,T1584.001,Domains
Part of APT28's operation involved using CHOPSTICK modules to copy itself to air-gapped machines and using files written to USB sticks to transfer data and command traffic.,initial-access|lateral-movement,collection|lateral-movement,0.828313868158222,CHOPSTICK,T1091,Replication Through Removable Media
AADInternals can create a backdoor by converting a domain to a federated domain which will be able to authenticate any user across the tenant. AADInternals can also modify DesktopSSO information.,defense-impairment|privilege-escalation,defense-impairment|persistence|privilege-escalation,0.8282146933200091,AADInternals,T1484.002,Trust Modification
LAPSUS$ has searched a victim's network for code repositories like GitLab and GitHub to discover further high-privilege account credentials.,collection,discovery|reconnaissance,0.8275679615853189,LAPSUS$,T1213.003,Code Repositories
"During the 2025 Poland Wiper Attacks, the adversaries had leveraged Group Policy Objects to distribute wiper malware to victim devices through a network share.",defense-impairment|privilege-escalation,defense-impairment|lateral-movement|privilege-escalation,0.8275440512773108,2025 Poland Wiper Attacks,T1484.001,Group Policy Modification
APT29 has embedded ISO images and VHDX files in HTML to evade Mark-of-the-Web.,defense-impairment,stealth,0.8264263580824337,APT29,T1553.005,Mark-of-the-Web Bypass
HermeticWiper can load drivers by creating a new service using the `CreateServiceW` API.,persistence|privilege-escalation,execution|persistence|privilege-escalation,0.8263472283758955,HermeticWiper,T1543.003,Windows Service
The DustySky dropper uses Windows Management Instrumentation to extract information about the operating system and whether an anti-virus is active.,execution,discovery|execution,0.8263179881741602,DustySky,T1047,Windows Management Instrumentation
"StrelaStealer has been distributed in ISO archives. StrelaStealer has been delivered in encrypted, password-protected ZIP archives.",stealth,initial-access|stealth,0.8251140378695683,StrelaStealer,T1027,Obfuscated Files or Information
Grandoreiro can use MSI files to execute DLLs.,stealth,execution|stealth,0.8249919576934308,Grandoreiro,T1218.007,Msiexec
LockBit 3.0 can make execution dependent on specific parameters including a unique passphrase and the system language of the targeted host not being found on a set exclusion list.,stealth,discovery,0.8247498883292702,LockBit 3.0,T1480,Execution Guardrails
"Penquin will connect to C2 only after sniffing a ""magic packet"" value in TCP or UDP packets matching specific conditions.",command-and-control|persistence|stealth,command-and-control|discovery|persistence|stealth,0.8241875768829623,Penquin,T1205,Traffic Signaling
Skidmap is a kernel-mode rootkit used for cryptocurrency mining.,impact,impact|stealth,0.8241636647830983,Skidmap,T1496.001,Compute Hijacking
FIN13 has used scheduled tasks names such as `acrotyr` and `AppServicesr` to mimic the same names in a compromised network's `C:\Windows` directory.,stealth,execution|persistence|privilege-escalation,0.8236606541221332,FIN13,T1036.004,Masquerade Task or Service
"During the 2025 Poland Wiper Attacks, the adversaries created rules that mimicked the name of an institution already present in the network device configuration to avoid detection.",stealth,discovery|stealth,0.8235208109890899,2025 Poland Wiper Attacks,T1036.005,Match Legitimate Resource Name or Location
BlackByte Ransomware spreads itself laterally by writing the JavaScript launcher file to mapped shared folders.,lateral-movement,execution|lateral-movement,0.8230380747399105,BlackByte Ransomware,T1570,Lateral Tool Transfer
"During Operation Spalax, the threat actors used OneDrive and MediaFire to host payloads.",command-and-control,resource-development,0.8230113141335221,Operation Spalax,T1102,Web Service
"DarkTortilla can obtain system information by querying the `Win32_ComputerSystem`, `Win32_BIOS`, `Win32_MotherboardDevice`, `Win32_PnPEntity`, and `Win32_DiskDrive` WMI objects.",discovery,discovery|execution,0.8218868776511188,DarkTortilla,T1082,System Information Discovery
"Emotet can brute force a local admin password, then use it to facilitate lateral movement.",initial-access|persistence|privilege-escalation|stealth,credential-access|lateral-movement,0.8215078745528697,Emotet,T1078.003,Local Accounts
njRAT has used C2 infrastructure to receive stolen information from the infected machine including screenshots and other system information.,exfiltration,collection,0.8208918373521489,njRAT,T1041,Exfiltration Over C2 Channel
"T9000 searches removable storage devices for files with a pre-defined list of file extensions (e.g. * .doc, *.ppt, *.xls, *.docx, *.pptx, *.xlsx). Any matching files are encrypted and written to a local user directory.",collection,collection|discovery,0.8195747409369062,T9000,T1119,Automated Collection
Impacket can be used to sniff network traffic via an interface or raw socket.,credential-access|discovery,command-and-control|credential-access|discovery,0.8194076403908156,Impacket,T1040,Network Sniffing
AshTag can use JSON files to deliver payloads and configuration files.,execution,stealth,0.8190811249222856,AshTag,T1059.007,JavaScript
APT29 has installed a run command on a compromised system to enable malware execution on system startup.,persistence|privilege-escalation,execution|persistence|privilege-escalation,0.8190490759077876,APT29,T1037.004,RC Scripts
BackConfig has compromised victims via links to URLs hosting malicious content.,execution,execution|initial-access,0.8187278629799067,BackConfig,T1204.001,Malicious Link
TrickBot has used an email with an Excel sheet containing a malicious macro to deploy the malware,initial-access,execution,0.8185499545352061,TrickBot,T1566.001,Spearphishing Attachment
"StrelaStealer variants have used PowerShell scripts to download or drop payloads, including obfuscated variants to connect to a WebDAV server to download and executed an encrypted DLL for installation.",execution,command-and-control|execution|stealth,0.8168902384071189,StrelaStealer,T1059.001,PowerShell
"Part of APT28's operation involved using CHOPSTICK modules to copy itself to air-gapped machines, using files written to USB sticks to transfer data and command traffic.",command-and-control,collection|lateral-movement,0.8160367838450951,CHOPSTICK,T1092,Communication Through Removable Media
Pikabot Distribution February 2024 utilized emails with hyperlinks leading to malicious ZIP archive files containing scripts to download and install Pikabot.,initial-access,execution|initial-access,0.8151192874595914,Pikabot Distribution February 2024,T1566.002,Spearphishing Link
"PAKLOG has collected a timestamp to log the precise time a key was pressed, formatted as %Y-%m-%d %H:%M:%S.",discovery,collection|discovery|stealth,0.8150134972108928,PAKLOG,T1124,System Time Discovery
StrelaStealer relies on user execution of a malicious file for installation.,execution,execution|stealth,0.814915095681835,StrelaStealer,T1204.002,Malicious File
"During APT28 Nearest Neighbor Campaign, APT28 added rules to a victim's Windows firewall to set up a series of port-forwards allowing traffic to target systems.",defense-impairment,command-and-control|defense-impairment,0.8143138244548604,APT28 Nearest Neighbor Campaign,T1686.003,Windows Host Firewall
Lokibot's second stage DLL has set a timer using “timeSetEvent” to schedule its next execution.,execution|persistence|privilege-escalation,persistence|privilege-escalation|stealth,0.8140032516958351,Lokibot,T1053,Scheduled Task/Job
APT29 has used repeated MFA requests to gain access to victim accounts.,credential-access,initial-access|persistence|privilege-escalation|stealth,0.8132895363432057,APT29,T1621,Multi-Factor Authentication Request Generation
"During the 2025 Poland Wiper Attacks, the adversaries used compromised VPS servers for C2.",resource-development,command-and-control|resource-development,0.812804635746425,2025 Poland Wiper Attacks,T1584.003,Virtual Private Server
REvil has used PowerShell to delete volume shadow copies and download files.,execution,execution|impact,0.8125424227427727,REvil,T1059.001,PowerShell
MirrorFace has used RDP to exfiltrate files of interest.,lateral-movement,exfiltration,0.8124682746563225,MirrorFace,T1021.001,Remote Desktop Protocol
APT19 launched an HTTP malware variant and a Port 22 malware variant using a legitimate executable that loaded the malicious DLL.,execution|stealth,stealth,0.8123359891632268,APT19,T1574.001,DLL
PlugX has made calls to Windows API `CheckRemoteDebuggerPresent` and exits if it detects a debugger.,discovery|stealth,discovery|execution|stealth,0.8119781912960166,PlugX,T1622,Debugger Evasion
Indrik Spider has served fake updates via legitimate websites that have been compromised.,resource-development,initial-access|resource-development,0.8114843649957388,Indrik Spider,T1584.004,Server
LockBit 3.0 can use PowerShell to apply Group Policy changes.,execution,defense-impairment|execution|privilege-escalation,0.8104391305481793,LockBit 3.0,T1059.001,PowerShell
MirrorFace has used remote template injection to retrieve malicious payloads from the C2.,stealth,command-and-control|stealth,0.8096804610110361,MirrorFace,T1221,Template Injection
AADInternals can be used to create SAML tokens using the AD Federated Services token signing certificate.,credential-access,credential-access|defense-impairment|privilege-escalation,0.809182257691943,AADInternals,T1606.002,SAML Tokens
Latrodectus has used JavaScript files as part its infection chain during malicious spam email campaigns.,execution,execution|initial-access,0.8082675871488844,Latrodectus,T1059.007,JavaScript
HermeticWiper can overwrite the `C:\Windows\System32\winevt\Logs` file on a targeted system.,defense-impairment,impact,0.8078153780060334,HermeticWiper,T1685.005,Clear Windows Event Logs
Akira uses legitimate utilities such as AnyDesk and PuTTy for maintaining remote access to victim environments.,command-and-control,command-and-control|initial-access,0.807235094801094,Akira,T1219,Remote Access Tools
WellMess can use junk data in the Base64 string for additional obfuscation.,command-and-control,command-and-control|stealth,0.8070244929792765,WellMess,T1001.001,Junk Data
Elise is capable of launching a remote shell on the host to delete itself.,stealth,execution|stealth,0.8069778116333713,Elise,T1070.004,File Deletion
Javali has used the MSI installer to download and execute malicious payloads.,stealth,execution|stealth,0.8068926005226521,Javali,T1218.007,Msiexec
Qilin can require a specific password to be passed by command-line argument during execution which must match a pre-defined value in the configuration in order for it to continue execution.,stealth,execution|stealth,0.8063653385630537,Qilin,T1480,Execution Guardrails
AADInternals can directly download cloud user data such as OneDrive files.,exfiltration,command-and-control,0.8055301230366183,AADInternals,T1048,Exfiltration Over Alternative Protocol
Stuxnet has the ability to generate new C2 domains.,command-and-control,command-and-control|resource-development,0.8052447861426731,Stuxnet,T1008,Fallback Channels
"Blue Mockingbird has executed custom-compiled XMRIG miner DLLs by configuring them to execute via the ""wercplsupport"" service.",execution,execution|stealth,0.8036263342647705,Blue Mockingbird,T1569.002,Service Execution
UPPERCUT has been sideloaded through a legitimately signed application from the JustSystems Corporation.,execution|stealth,defense-impairment|stealth,0.8032610428569565,UPPERCUT,T1574.001,DLL
Kali365 has the ability to modify email rules to delete email based notifications prior to the victim seeing them.,stealth,collection|defense-impairment|stealth,0.8030136236385562,Kali365,T1564.008,Email Hiding Rules
TONESHELL has used `GetForegroundWindow` to detect virtualization or sandboxes by calling the API twice and comparing each window handle.,discovery,discovery|stealth,0.8020556264341825,TONESHELL,T1010,Application Window Discovery
Empire can perform port scans from an infected host.,discovery,collection|discovery,0.8005618199247347,Empire,T1046,Network Service Discovery
The Komplex C2 channel uses an 11-byte XOR algorithm to hide data.,command-and-control,command-and-control|stealth,0.8001386041462711,Komplex,T1573.001,Symmetric Cryptography
Stuxnet uses an RPC server that contains a file dropping routine and support for payload version updates for P2P communications within a victim network.,lateral-movement,command-and-control,0.800008752183948,Stuxnet,T1570,Lateral Tool Transfer
LAPSUS$ has called victims' help desk to convince the support personnel to reset a privileged account’s credentials.,reconnaissance,persistence|privilege-escalation|stealth,0.7983939195606659,LAPSUS$,T1598.004,Spearphishing Voice
"Daggerfly has used signed, but not notarized, malicious files for execution in macOS environments.",defense-impairment,execution,0.798388634700873,Daggerfly,T1553.002,Code Signing
"During the 2025 Poland Wiper Attacks, threat actors utilized privileged accounts to access the FortiGate VPN solution and subsequent subnets.",initial-access|persistence|privilege-escalation|stealth,initial-access|persistence|privilege-escalation|resource-development,0.7980018612942406,2025 Poland Wiper Attacks,T1078.002,Domain Accounts
"During RedPenguin, UNC3886 used a passive backdoor to act as a libpcap-based packet sniffer.",credential-access|discovery,command-and-control|credential-access,0.7971000261949237,RedPenguin,T1040,Network Sniffing
FIN13 has compressed the dump output of compromised credentials with a 7zip binary.,collection,collection|stealth,0.7958152751173833,FIN13,T1560.001,Archive via Utility
APT12 has used blogs and WordPress for C2 infrastructure.,command-and-control,command-and-control|resource-development,0.7952303531119622,APT12,T1102.002,Bidirectional Communication
Grandoreiro can delete .LNK files created in the Startup folder.,stealth,persistence|privilege-escalation|stealth,0.7942412946298595,Grandoreiro,T1070.004,File Deletion
EnvyScout can determine whether the ISO payload was received by a Windows or iOS device.,discovery,discovery|stealth,0.7932355027841632,EnvyScout,T1082,System Information Discovery
Embargo has cleared files from the recycle bin by invoking `SHEmptyRecycleBinW()` and disabled Windows recovery through `C:\Windows\System32\cmd.exe /q /c bcdedit /set {default} recoveryenabled no`.,impact,defense-impairment,0.7931178911226691,Embargo,T1490,Inhibit System Recovery
"SilverTerrier targets organizations in high technology, higher education, and manufacturing for business email compromise (BEC) campaigns with the goal of financial theft.",impact,impact|reconnaissance,0.7926003350083771,SilverTerrier,T1657,Financial Theft
"During C0015, the threat actors used WMI to load Cobalt Strike onto additional hosts within a compromised network.",lateral-movement,command-and-control|execution,0.7922070302677591,C0015,T1570,Lateral Tool Transfer
Neoichor can clear the browser history on a compromised host by changing the `ClearBrowsingHistoryOnExit` value to 1 in the `HKEY_CURRENT_USER\Software\Microsoft\Internet Explorer\Privacy` Registry key.,stealth,defense-impairment|persistence,0.7919608511444781,Neoichor,T1070,Indicator Removal
"During the 2025 Poland Wiper Attacks, the adversaries had stolen Security Account Manager (SAM) and SYSTEM registry hives.",credential-access,defense-impairment|persistence,0.7914611680726343,2025 Poland Wiper Attacks,T1003.002,Security Account Manager
Qilin can embed a copy of PsExec within its payload and place it in the %Temp% directory under a randomly generated filename.,lateral-movement,stealth,0.7906518597612235,Qilin,T1021.002,SMB/Windows Admin Shares
XTunnel is capable of probing the network for open ports.,discovery,command-and-control|discovery,0.7903207856770984,XTunnel,T1046,Network Service Discovery
"APT29 used sticky-keys to obtain unauthenticated, privileged console access.",persistence|privilege-escalation,credential-access|persistence|privilege-escalation,0.7891366205958311,APT29,T1546.008,Accessibility Features
WellMess can send files from the victim machine to C2.,collection,command-and-control|exfiltration,0.7887185626572455,WellMess,T1005,Data from Local System
TONESHELL has created a mutex to avoid duplicate execution.,stealth,execution|stealth,0.7880410504007923,TONESHELL,T1480.002,Mutual Exclusion
"Cuckoo Stealer can collect bookmarks, cookies, and history from Safari.",discovery,credential-access|discovery,0.7868389957993096,Cuckoo Stealer,T1217,Browser Information Discovery
Empire can ZIP directories on the target system.,collection,collection|discovery,0.7868038070332389,Empire,T1560,Archive Collected Data
LAPSUS$ has replayed stolen session token and passwords to trigger simple-approval MFA prompts in hope of the legitimate user will grant necessary approval.,credential-access,credential-access|privilege-escalation|stealth,0.786382753540855,LAPSUS$,T1111,Multi-Factor Authentication Interception
AADInternals can gather encryption keys from Azure AD services such as ADSync and Active Directory Federated Services servers.,credential-access,credential-access|discovery,0.7857942546490959,AADInternals,T1552.004,Private Keys
"APT38 has created new services or modified existing ones to run executables, commands, or scripts.",execution,execution|persistence|privilege-escalation,0.7831537412961864,APT38,T1569.002,Service Execution
DustySky searches for network drives and removable media and duplicates itself onto them.,lateral-movement,discovery|lateral-movement,0.7825689431572028,DustySky,T1570,Lateral Tool Transfer
LAPSUS$ has searched a victim's network for organization collaboration channels like MS Teams or Slack to discover further high-privilege account credentials.,collection,discovery|reconnaissance,0.7822933961080863,LAPSUS$,T1213.005,Messaging Applications
Stuxnet schedules a network job to execute two minutes after host infection.,execution|persistence|privilege-escalation,execution,0.7818846924113874,Stuxnet,T1053.005,Scheduled Task
CHOPSTICK may store RC4 encrypted configuration information in the Windows Registry.,stealth,defense-impairment|stealth,0.781696514134367,CHOPSTICK,T1027.011,Fileless Storage
"StrelaStealer searches for and if found collects the contents of files such as `logins.json` and `key4.db` in the `$APPDATA%\Thunderbird\Profiles\` directory, associated with the Thunderbird email application.",credential-access,collection|discovery,0.781085752341996,StrelaStealer,T1552.001,Credentials In Files
StrelaStealer variants collect victim system information for exfiltration.,discovery,collection|discovery|exfiltration,0.781061459485752,StrelaStealer,T1082,System Information Discovery
Pacu can generate SSH and API keys for AWS infrastructure and additional API keys for other IAM users.,persistence|privilege-escalation,credential-access,0.7797637343494509,Pacu,T1098.001,Additional Cloud Credentials
SideCopy has crafted generic lures for spam campaigns to collect emails and credentials for targeting efforts.,reconnaissance,collection|reconnaissance,0.7796745608354577,SideCopy,T1598.002,Spearphishing Attachment
Blue Mockingbird has used PowerShell reverse TCP shells to issue interactive commands over a network connection.,execution,command-and-control|execution,0.7786555841636736,Blue Mockingbird,T1059.001,PowerShell
Industroyer can use supplied user credentials to execute processes and stop services.,initial-access|persistence|privilege-escalation|stealth,impact|privilege-escalation,0.7783276807383898,Industroyer,T1078,Valid Accounts
"During the 2025 Poland Wiper Attacks, the adversaries attempted to reuse password hash values to gain access to other systems.",lateral-movement,credential-access|lateral-movement,0.7779199301502798,2025 Poland Wiper Attacks,T1550.002,Pass the Hash
APT33 has used a variety of publicly available tools like LaZagne to gather credentials.,credential-access,credential-access|resource-development,0.7774769369672109,APT33,T1552.001,Credentials In Files
LockBit 3.0 can create and check for a mutex containing a hash of the `MachineGUID` value at execution to prevent running more than one instance.,stealth,discovery|stealth,0.7771513906099812,LockBit 3.0,T1480.002,Mutual Exclusion
Embargo has terminated active processes and services based on a hardcoded list using the `CloseServiceHandle()` function. Embargo has also leveraged MS4Killer to terminate processes contained in an embedded list of security software process names that were XOR-encrypted.,impact,impact|stealth,0.7758669105282574,Embargo,T1489,Service Stop
Qilin can use symbolic links to redirect file paths for remote and local objects and can use `chmod +x` to make its payload binary executable.,defense-impairment,execution|stealth,0.7756700467654696,Qilin,T1222,File and Directory Permissions Modification
Pupy can obtain a list of SIDs and provide the option for selecting process tokens to impersonate.,privilege-escalation|stealth,discovery|privilege-escalation|stealth,0.7736702939011414,Pupy,T1134.001,Token Impersonation/Theft
Qilin can exclude specific directories and files from encryption.,discovery,collection,0.7735895372502689,Qilin,T1083,File and Directory Discovery
Stuxnet used xp_cmdshell to store and execute SQL code.,persistence,execution,0.7729556360027501,Stuxnet,T1505.001,SQL Stored Procedures
Emotet has encrypted data before sending to the C2 server.,command-and-control,collection|command-and-control,0.772475002307895,Emotet,T1573,Encrypted Channel
Qilin can attempt to log on to the local computer via `LogonUserW` and use `GetLogicalDrives()` and `EnumResourceW()` for discovery.,execution,discovery,0.7719288065616272,Qilin,T1106,Native API
LAMEHUG has used the Hugging Face API to query the Qwen2.5-Coder-32B-Instruct LLM to generate one-line Windows commands for the collection of system information and documents in specific folders on compromised hosts. LAMEHUG subsequently executed the returned commands and exfiltrated the collected files and information to adversary-controlled C2 servers.,command-and-control,discovery|execution|exfiltration,0.7715742692772466,LAMEHUG,T1102.002,Bidirectional Communication
"When it first starts, BADNEWS crawls the victim's mapped drives and collects documents with the following extensions: .doc, .docx, .pdf, .ppt, .pptx, and .txt.",collection,collection|discovery,0.7712460696736365,BADNEWS,T1039,Data from Network Shared Drive
"Troll Stealer collects information from Chromium-based browsers and Firefox such as cookies, history, downloads, and extensions.",discovery,credential-access|discovery,0.7707648184172148,Troll Stealer,T1217,Browser Information Discovery
Emotet can download follow-on payloads and items via malicious `url` parameters in obfuscated PowerShell code.,command-and-control,command-and-control|stealth,0.7690965792265428,Emotet,T1105,Ingress Tool Transfer
TrickBot uses web injects and browser redirection to trick the user into providing their login credentials on a fake or modified web page.,collection,credential-access|persistence|privilege-escalation,0.7689754787532304,TrickBot,T1185,Browser Session Hijacking
EXOTIC LILY has searched for information on targeted individuals on business databases including RocketReach and CrunchBase.,reconnaissance,discovery|reconnaissance,0.7686341050606224,EXOTIC LILY,T1597,Search Closed Sources
Kali365 has dynamically generated legitimate device codes that displays on the victims screen alongside instructions to copy and paste the device code to initiate and complete a successful authentication process.,execution,stealth,0.7680888427504882,Kali365,T1204.004,Malicious Copy and Paste
Lizar can collect email accounts from Microsoft Outlook and Mozilla Thunderbird.,discovery,collection,0.7675748333504466,Lizar,T1087.003,Email Account
Pillowmint has encrypted stolen credit card information with AES and further encoded it with Base64.,collection,stealth,0.7672013773254497,Pillowmint,T1560,Archive Collected Data
"BlackByte Ransomware enumerates the Registry, specifically the `HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options` key.",discovery,discovery|persistence,0.7663590111812213,BlackByte Ransomware,T1012,Query Registry
TrickBot collects email addresses from Outlook.,discovery,collection,0.7661460381382018,TrickBot,T1087.003,Email Account
xCaon has encrypted data sent to the C2 server using a XOR key.,command-and-control,command-and-control|exfiltration,0.7660789625423957,xCaon,T1573.001,Symmetric Cryptography
Dtrack’s RAT makes a persistent target file with auto execution on the host start.,persistence|privilege-escalation,execution|persistence|privilege-escalation,0.7657871365583253,Dtrack,T1547,Boot or Logon Autostart Execution
Qilin can use AES-256 or ChaCha20 for domain-wide encryption of victim servers and workstations and RSA-4096 or RSA-2048 to secure generated encryption keys.,impact,command-and-control|impact,0.7656909772241708,Qilin,T1486,Data Encrypted for Impact
REvil can save encryption parameters and system information in the Registry.,stealth,defense-impairment|discovery,0.7630333538475034,REvil,T1027.011,Fileless Storage
